link|edicao|tipo_trabalho|titulo
https://rebep.org.br/revista/article/view/187|v. 24 n. 2 (2007)|Artigos originais|Mobilidade populacional, meio ambiente e uso da terra em áreas de fronteira: uma abordagem multiescalar
https://rebep.org.br/revista/article/view/188|v. 24 n. 2 (2007)|Artigos originais|Meio ambiente e saúde: metodologia para análise espacial da ocorrência de malária em projetos de assentamento
https://rebep.org.br/revista/article/view/189|v. 24 n. 2 (2007)|Artigos originais|Estratégia para amostragem da população e da paisagem em pesquisas sobre uso e cobertura da terra
https://rebep.org.br/revista/article/view/190|v. 24 n. 2 (2007)|Artigos originais|Dimensões da urbanização dispersa e proposta metodológica para estudos comparativos: uma abordagem socioespacial em aglomerações urbanas brasileiras
https://rebep.org.br/revista/article/view/191|v. 24 n. 2 (2007)|Artigos originais|Desigualdade ambiental no município de São Paulo: análise da exposição diferenciada de grupos sociais a situações de risco ambiental através do uso de metodologias de geoprocessamento
https://rebep.org.br/revista/article/view/192|v. 24 n. 2 (2007)|Artigos originais|Dinâmica imobiliária e regulação ambiental: uma discussão a partir do eixo-sul da Região Metropolitana de Belo Horizonte
https://rebep.org.br/revista/article/view/193|v. 24 n. 2 (2007)|Notas de pesquisa|Avaliação dos riscos para ocupação urbana: proposição metodológica baseada em geotecnologias
https://rebep.org.br/revista/article/view/194|v. 24 n. 2 (2007)|Notas de pesquisa|Aplicação do Índice de Qualidade de Vida Humana (IQVH) nas regiões metropolitanas do Brasil
https://rebep.org.br/revista/article/view/195|v. 24 n. 2 (2007)|Notas de pesquisa|Acesso à contracepção e ao diagnóstico do câncer de colo uterino em Belo Horizonte: uma contribuição metodológica aos estudos quanti-quali
https://rebep.org.br/revista/article/view/196|v. 24 n. 2 (2007)|Resenha|As cidades invisíveis: a favela como desafio para urbanização mundial
https://rebep.org.br/revista/article/view/198|v. 24 n. 1 (2007)|Editorial|Nota do Editor
https://rebep.org.br/revista/article/view/199|v. 24 n. 1 (2007)|Artigos originais|Reconstituir famílias e demarcar diferenças: virtualidades da metodologia para o estudo de grupos étnicos
https://rebep.org.br/revista/article/view/200|v. 24 n. 1 (2007)|Artigos originais|Esposas como principais provedoras de renda familiar
https://rebep.org.br/revista/article/view/201|v. 24 n. 1 (2007)|Artigos originais|A relação entre renda e morar sozinho para idosos paulistanos – 2000
https://rebep.org.br/revista/article/view/202|v. 24 n. 1 (2007)|Artigos originais|Tipologia dos estabelecimentos escolares brasileiros
https://rebep.org.br/revista/article/view/203|v. 24 n. 1 (2007)|Artigos originais|Análise do dividendo demográfico na matrícula escolar no Brasil numa abordagem hierárquica e hierárquica-espacial
https://rebep.org.br/revista/article/view/207|v. 24 n. 1 (2007)|Resenha|Uma breve síntese do livro pioneiro sobre a transição para a vida adulta no Brasil
https://rebep.org.br/revista/article/view/208|v. 24 n. 1 (2007)|Notas de pesquisa|A construção da base de dados nacional em Terapia Renal Substitutiva (TRS) centrada no indivíduo: aplicação do método de linkage determinístico-probabilístico
https://rebep.org.br/revista/article/view/210|v. 23 n. 2 (2006)|Editorial|Nota do Editor
https://rebep.org.br/revista/article/view/211|v. 24 n. 1 (2007)|Artigos originais|Tábuas de mortalidade dos aposentados por invalidez pelo Regime Geral da Previdência Social – 1999-2002
https://rebep.org.br/revista/article/view/212|v. 24 n. 1 (2007)|Artigos originais|Cenários futuros e projeções populacionais para pequenas áreas:método e aplicação para distritos paulistanos 2000-2010
https://rebep.org.br/revista/article/view/213|v. 24 n. 1 (2007)|Artigos originais|A caracterização da pobreza urbana ao longo do tempo: aplicação do modelo idade-períodocoorte na estimação das tendências de privações crônica e transitória no Brasil
https://rebep.org.br/revista/article/view/214|v. 23 n. 2 (2006)|Artigos originais|Impactos do desemprego e da precarização sobre famílias metropolitanas
https://rebep.org.br/revista/article/view/215|v. 23 n. 2 (2006)|Artigos originais|Provedoras e co-provedoras: mulheres-cônjuge e mulheres-chefe de família sob a precarização do trabalho e o desemprego
https://rebep.org.br/revista/article/view/216|v. 23 n. 2 (2006)|Artigos originais|Mudanças recentes no perfil da distribuição ocupacional da população brasileira
https://rebep.org.br/revista/article/view/217|v. 23 n. 2 (2006)|Artigos originais|Análise dos determinantes da participação no mercado de trabalho dos idosos em São Paulo
https://rebep.org.br/revista/article/view/218|v. 23 n. 2 (2006)|Artigos originais|Força de trabalho e desemprego na Região Metropolitana do Rio de Janeiro nos anos 1990: o efeito dos fatores demográficos
https://rebep.org.br/revista/article/view/219|v. 23 n. 2 (2006)|Artigos originais|Crescimento populacional, ocupação e desemprego dos jovens: a experiência recente da Região Metropolitana de Porto Alegre
https://rebep.org.br/revista/article/view/220|v. 23 n. 2 (2006)|Artigos originais|Salário mínimo, benefício previdenciário e as famílias de baixa renda
https://rebep.org.br/revista/article/view/221|v. 23 n. 2 (2006)|Artigos originais|Trabalho doméstico: inatividade econômica ou trabalho não-remunerado?
https://rebep.org.br/revista/article/view/222|v. 23 n. 2 (2006)|Artigos originais|Diferenças de rendimento do trabalho de homens e mulheres com educação superior nas metrópoles
https://rebep.org.br/revista/article/view/223|v. 23 n. 2 (2006)|Notas de pesquisa|A discussão política sobre aborto no Brasil: uma síntese
https://rebep.org.br/revista/article/view/224|v. 23 n. 2 (2006)|Resenha|Somos racistas
https://rebep.org.br/revista/article/view/225|v. 23 n. 1 (2006)|Editorial|Nota do Editor
https://rebep.org.br/revista/article/view/226|v. 23 n. 1 (2006)|Artigos originais|O rápido processo de envelhecimento populacional do Brasil: sérios desafios para as políticas públicas
https://rebep.org.br/revista/article/view/227|v. 23 n. 1 (2006)|Artigos originais|Demografia urbana e políticas sociais
https://rebep.org.br/revista/article/view/228|v. 23 n. 1 (2006)|Artigos originais|Vulnerabilidade socioambiental na metrópole paulistana: uma análise sociodemográfica das situações de sobreposição espacial de problemas e riscos sociais e ambientais
https://rebep.org.br/revista/article/view/229|v. 23 n. 1 (2006)|Artigos originais|Permanentemente temporário: dekasseguis brasileiros no Japão
https://rebep.org.br/revista/article/view/230|v. 23 n. 1 (2006)|Artigos originais|Dinâmica migratória e o processo de ocupação do Centro-Oeste brasileiro: o caso de Mato Grosso
https://rebep.org.br/revista/article/view/231|v. 23 n. 1 (2006)|Artigos originais|Transições dos jovens para o mercado de trabalho, primeiro filho e saída da escola: o caso brasileiro
https://rebep.org.br/revista/article/view/232|v. 23 n. 1 (2006)|Artigos originais|Evolução da educação no Brasil: uma análise das taxas entre 1970 e 2000 segundo o grau da última série concluída
https://rebep.org.br/revista/article/view/233|v. 23 n. 1 (2006)|Artigos originais|Comparando as idades à primeira relação sexual, à primeira união e ao nascimento do primeiro filho de duas coortes de mulheres brancas e negras em Belo Horizonte: evidências quantitativas
https://rebep.org.br/revista/article/view/234|v. 23 n. 1 (2006)|Artigos originais|O patriarcalismo possível: relações de poder em uma região do Brasil escravista em que o trabalho familiar era a norma
https://rebep.org.br/revista/article/view/235|v. 23 n. 1 (2006)|Notas de pesquisa|Pesquisa pioneira recupera casos de Aids no Estado de São Paulo: integração das bases do Sinan-Aids e da Fundação Seade
https://rebep.org.br/revista/article/view/236|v. 23 n. 1 (2006)|Notas de pesquisa|Espaços migratórios e problemática ambiental no Mercosul
https://rebep.org.br/revista/article/view/239|v. 22 n. 2 (2005)|Editorial|Nota do Editor
https://rebep.org.br/revista/article/view/240|v. 22 n. 2 (2005)|Artigos originais|Revista Brasileira de Estudos de População: do nascimento à pós-maioridade
https://rebep.org.br/revista/article/view/241|v. 22 n. 2 (2005)|Artigos originais|A Abep no contexto político e no desenvolvimento da demografia nas décadas de 1960 e 1970
https://rebep.org.br/revista/article/view/242|v. 22 n. 2 (2005)|Artigos originais|Registros e memória: algumas observações sobre a demografia brasileira no contexto latino-americano
https://rebep.org.br/revista/article/view/243|v. 22 n. 2 (2005)|Artigos originais|O papel dos organismos internacionais na evolução dos estudos populacionais no Brasil: notas preliminares
https://rebep.org.br/revista/article/view/244|v. 22 n. 2 (2005)|Artigos originais|O ensino da demografia e a formação de demógrafos no Brasil
https://rebep.org.br/revista/article/view/245|v. 22 n. 2 (2005)|Artigos originais|O IBGE e as pesquisas populacionais
https://rebep.org.br/revista/article/view/246|v. 22 n. 2 (2005)|Artigos originais|Das causas às conseqüências econômicas da transição demográfica no Brasil
https://rebep.org.br/revista/article/view/247|v. 22 n. 2 (2005)|Artigos originais|Mobilidade populacional, sustentabilidade ambiental e vulnerabilidade social
https://rebep.org.br/revista/article/view/248|v. 22 n. 2 (2005)|Artigos originais|Quarenta anos de demografia histórica
https://rebep.org.br/revista/article/view/249|v. 22 n. 2 (2005)|Artigos originais|A demografia brasileira e o declínio da fecundidade no Brasil: contribuições, equívocos e silêncios
https://rebep.org.br/revista/article/view/250|v. 22 n. 2 (2005)|Artigos originais|Questões emergentes na análise demográfica: o caso brasileiro
https://rebep.org.br/revista/article/view/251|v. 22 n. 1 (2005)|Editorial|Nota do Editor
https://rebep.org.br/revista/article/view/252|v. 22 n. 1 (2005)|Artigos originais|Estranhamentos e identidades Direitos humanos, cidadania e o sujeito migrante Representações em textos diversos
https://rebep.org.br/revista/article/view/253|v. 22 n. 1 (2005)|Artigos originais|Vulnerabilidades e riscos: entre geografia e demografia
https://rebep.org.br/revista/article/view/254|v. 22 n. 1 (2005)|Artigos originais|Estruturação intra-urbana na região do Distrito Federal e entorno: a mobilidade e a segregação socioespacial da população
https://rebep.org.br/revista/article/view/255|v. 22 n. 1 (2005)|Artigos originais|Estimativas de indicadores de escolarização com base na compatibilização de diferentes fontes de dados
https://rebep.org.br/revista/article/view/256|v. 22 n. 1 (2005)|Artigos originais|Mensuração e perfis de demanda insatisfeita por contracepção nos municípios de Belo Horizonte e Recife, 2002
https://rebep.org.br/revista/article/view/257|v. 22 n. 1 (2005)|Artigos originais|Evolução do comportamento reprodutivo da mulher brasileira – 1991-2000 Cálculo da Taxa de Fecundidade Total em nível municipal
https://rebep.org.br/revista/article/view/258|v. 22 n. 1 (2005)|Artigos originais|Avaliação da qualidade das informações sobre fecundidade provenientes do SINASC no Nordeste, 2000
https://rebep.org.br/revista/article/view/262|v. 22 n. 1 (2005)|Artigos originais|Movimentos migratórios em Minas Gerais: efeitos diretos e indiretos da migração de retorno – 1970-1980, 1981-1991 e 1990-2000
https://rebep.org.br/revista/article/view/263|v. 22 n. 1 (2005)|Ponto de Vista|As Metas de Desenvolvimento do Milênio: grandes limites, oportunidades estreitas?
https://rebep.org.br/revista/article/view/264|v. 22 n. 1 (2005)|Notas de pesquisa|Transferências intergeracionais: uma análise internacional
https://rebep.org.br/revista/article/view/265|v. 22 n. 1 (2005)|Notas de pesquisa|Da agressão à assistência, da infração à correção: menoridade e violência urbana (Porto Alegre, 1890-1920)
https://rebep.org.br/revista/article/view/266|v. 22 n. 1 (2005)|Resenha|Construindo a demografia dos povos indígenas
https://rebep.org.br/revista/article/view/267|v. 21 n. 2 (2004)|Editorial|Nota da Editora
https://rebep.org.br/revista/article/view/268|v. 21 n. 2 (2004)|Artigos originais|Economia e sociedade escravista: Minas Gerais e São Paulo em 1830
https://rebep.org.br/revista/article/view/269|v. 21 n. 2 (2004)|Artigos originais|Rearranjos familiares de inserção, precarização do trabalho e empobrecimento
https://rebep.org.br/revista/article/view/270|v. 21 n. 2 (2004)|Artigos originais|Imigrantes brasileiros adolescentes e de segunda geração em Massachusetts, EUA
https://rebep.org.br/revista/article/view/271|v. 21 n. 2 (2004)|Artigos originais|Os caminhos de São Paulo: migrações e trabalho urbano de agricultores mineiros
https://rebep.org.br/revista/article/view/272|v. 21 n. 2 (2004)|Artigos originais|As transformações das áreas de influência migratória dos pólos econômicos brasileiros nos períodos 1980-1991 e 1991-2000
https://rebep.org.br/revista/article/view/273|v. 21 n. 2 (2004)|Artigos originais|Métodos e técnicas de mensuração de movimentos migratórios: Goiás e Distrito Federal, 1975-1979 e 1986-1990
https://rebep.org.br/revista/article/view/274|v. 21 n. 2 (2004)|Artigos originais|Idade, incapacidade e o número de pessoas com deficiência
https://rebep.org.br/revista/article/view/275|v. 21 n. 2 (2004)|Artigos originais|Ritmo de declínio nas taxas de mortalidade dos idosos nos estados do Sudeste, 1980-2000
https://rebep.org.br/revista/article/view/276|v. 21 n. 2 (2004)|Notas de pesquisa|Um sentido para a vulnerabilidade sociodemográfica nas metrópoles paulistas
https://rebep.org.br/revista/article/view/277|v. 21 n. 2 (2004)|Resenha|As outras faces da família brasileira
https://rebep.org.br/revista/article/view/278|v. 21 n. 1 (2004)|Editorial|Nota da Editora
https://rebep.org.br/revista/article/view/279|v. 21 n. 1 (2004)|Artigos originais|Crescimento demográfico e migrações na transição para o trabalho assalariado no Brasil
https://rebep.org.br/revista/article/view/280|v. 21 n. 1 (2004)|Artigos originais|Modelos idade-período-coorte aplicados à participação na força de trabalho: em busca de uma versão parcimoniosa
https://rebep.org.br/revista/article/view/281|v. 21 n. 1 (2004)|Artigos originais|Migração, trabalho e renda nos anos 90: o caso da Região Metropolitana de São Paulo
https://rebep.org.br/revista/article/view/282|v. 21 n. 1 (2004)|Artigos originais|Reorganização do espaço produtivo e a “recuperação” da economia fluminense: uma análise a partir dos migrantes altamente qualificados
https://rebep.org.br/revista/article/view/283|v. 21 n. 1 (2004)|Artigos originais|Inserção ocupacional de emigrantes das Áreas Metropolitanas de São Paulo e Rio de Janeiro
https://rebep.org.br/revista/article/view/284|v. 21 n. 1 (2004)|Artigos originais|Análise de redes sociais e os fundamentos teóricos da migração internacional
https://rebep.org.br/revista/article/view/285|v. 21 n. 1 (2004)|Artigos originais|A dinâmica intra-urbana do Município de Santos vista sob o prisma dos Censos Demográficos de 1991 e 2000
https://rebep.org.br/revista/article/view/286|v. 21 n. 1 (2004)|Artigos originais|Uma abordagem multinível para análise da mobilidade residencial na Região Metropolitana de Belo Horizonte
https://rebep.org.br/revista/article/view/287|v. 21 n. 1 (2004)|Notas de pesquisa|Trabalho infantil e famílias em regiões metropolitanas brasileiras
https://rebep.org.br/revista/article/view/288|v. 21 n. 1 (2004)|Resenha|Plus ça change…
https://rebep.org.br/revista/article/view/289|v. 20 n. 2 (2003)|Editorial|Nota da Editora
https://rebep.org.br/revista/article/view/290|v. 20 n. 2 (2003)|Artigos originais|Demografia e ideologia: trajetos históricos e os desafios do Cairo + 10
https://rebep.org.br/revista/article/view/291|v. 20 n. 2 (2003)|Artigos originais|Trabalho feminino e mudanças na família no Brasil (1984-1996): explorando relações
https://rebep.org.br/revista/article/view/292|v. 20 n. 2 (2003)|Artigos originais|Construindo uma medida do total de anos vividos pelas diferentes coortes de mulheres brasileiras com filhos menores de 7 anos de idade
https://rebep.org.br/revista/article/view/293|v. 20 n. 2 (2003)|Artigos originais|A escolha por localização dos domicílios com idosos: o caso do Município de Belo Horizonte
https://rebep.org.br/revista/article/view/294|v. 20 n. 2 (2003)|Artigos originais|Algumas considerações sobre a circulação de crianças no Brasil e sua distribuição por regiões
https://rebep.org.br/revista/article/view/295|v. 20 n. 2 (2003)|Artigos originais|AIDS: a vulnerabilidade social e a evolução da epidemia nos municípios das regiões Nordeste e Sudeste do Brasil
https://rebep.org.br/revista/article/view/296|v. 20 n. 2 (2003)|Artigos originais|Vítimas fatais da violência e mercado de drogas na Região Metropolitana de São Paulo
https://rebep.org.br/revista/article/view/297|v. 20 n. 2 (2003)|Artigos originais|O impacto das causas violentas no perfil de mortalidade da população residente no Município de Campinas: 1980 a 2000
https://rebep.org.br/revista/article/view/298|v. 20 n. 2 (2003)|Notas de pesquisa|O Programa SRSR
https://rebep.org.br/revista/article/view/299|v. 20 n. 2 (2003)|Resenha|Raça e racismo no Brasil
https://rebep.org.br/revista/article/view/300|v. 20 n. 1 (2003)|Editorial|Nota da Editora
https://rebep.org.br/revista/article/view/301|v. 20 n. 1 (2003)|Artigos originais|Padrões de sucessão das gerações. Persistências e mudanças históricas
https://rebep.org.br/revista/article/view/302|v. 20 n. 1 (2003)|Artigos originais|Notas acerca das categorias de cor dos censos e sobre a classificação subjetiva de cor no Brasil: 1980/90
https://rebep.org.br/revista/article/view/303|v. 20 n. 1 (2003)|Artigos originais|A vez da mulher camponesa: movimento social, identidade e saúde no Maranhão (um relato hirschmaniano)
https://rebep.org.br/revista/article/view/304|v. 20 n. 1 (2003)|Artigos originais|Homens e contracepção: análise estatística de dados qualitativos
https://rebep.org.br/revista/article/view/305|v. 20 n. 1 (2003)|Artigos originais|Saúde e masculinidade: reflexões de uma perspectiva de gênero
https://rebep.org.br/revista/article/view/306|v. 20 n. 1 (2003)|Artigos originais|Serviços de saúde, gastos e envelhecimento da população brasileira
https://rebep.org.br/revista/article/view/307|v. 20 n. 1 (2003)|Notas de pesquisa|Questões da anticoncepção e do aborto na Espanha: procedimentos metodológicos de uma pesquisa
https://rebep.org.br/revista/article/view/308|v. 20 n. 1 (2003)|Resenha|A mídia e a produção de significados
https://rebep.org.br/revista/article/view/309|v. 19 n. 2 (2002)|Editorial|Nota da Editora
https://rebep.org.br/revista/article/view/310|v. 19 n. 2 (2002)|Artigos originais|A cidadania vulnerabilizada na América Latina
https://rebep.org.br/revista/article/view/311|v. 19 n. 2 (2002)|Artigos originais|Por um novo paradigma do fazer políticas – políticas de/para/com juventudes
https://rebep.org.br/revista/article/view/312|v. 19 n. 2 (2002)|Artigos originais|Análise da situação ocupacional de crianças e adolescentes nas regiões Sudeste e Nordeste do Brasil utilizando informações da PNAD 1999
https://rebep.org.br/revista/article/view/313|v. 19 n. 2 (2002)|Artigos originais|As descontinuidades demográficas exercem efeitos sobre o mercado de trabalho metropolitano dos jovens?
https://rebep.org.br/revista/article/view/314|v. 19 n. 2 (2002)|Artigos originais|A exclusão social dos jovens no mercado de trabalho brasileiro
https://rebep.org.br/revista/article/view/315|v. 19 n. 2 (2002)|Artigos originais|Nada para fazer? Um estudo sobre atividades no tempo livre entre jovens de periferia no Recife
https://rebep.org.br/revista/article/view/316|v. 19 n. 2 (2002)|Artigos originais|Ensino fundamental: diferenças regionais
https://rebep.org.br/revista/article/view/317|v. 19 n. 2 (2002)|Artigos originais|O papel do tamanho da família na escolaridade dos jovens
https://rebep.org.br/revista/article/view/318|v. 19 n. 2 (2002)|Artigos originais|“Gravidez na adolescência” e identidade masculina: repercussões sobre a trajetória escolar e profissional do jovem
https://rebep.org.br/revista/article/view/319|v. 19 n. 2 (2002)|Artigos originais|Gravidez adolescente: a diversidade das situações
https://rebep.org.br/revista/article/view/320|v. 19 n. 2 (2002)|Artigos originais|Juventude e contracepção: um estudo dos fatores que influenciam o comportamento contraceptivo das jovens brasileiras de 15 a 24 anos
https://rebep.org.br/revista/article/view/321|v. 19 n. 2 (2002)|Artigos originais|Jovens populares urbanos e gênero na identificação de demandas de saúde reprodutiva
https://rebep.org.br/revista/article/view/322|v. 19 n. 2 (2002)|Artigos originais|Especulações sobre o papel do aborto provocado no comportamento reprodutivo das jovens brasileiras
https://rebep.org.br/revista/article/view/323|v. 19 n. 2 (2002)|Artigos originais|Já nas bancas: a saúde reprodutiva das adolescentes vista através das revistas Querida e Capricho
https://rebep.org.br/revista/article/view/325|v. 19 n. 2 (2002)|Artigos originais|Juventudes, raça e vulnerabilidades
https://rebep.org.br/revista/article/view/326|v. 19 n. 2 (2002)|Notas de pesquisa|Juventude, educação e campo simbólico
https://rebep.org.br/revista/article/view/327|v. 19 n. 1 (2002)|Editorial|Nota da Editora
https://rebep.org.br/revista/article/view/328|v. 19 n. 1 (2002)|Artigos originais|Violências, juventudes e educação: notas sobre o estado do conhecimento
https://rebep.org.br/revista/article/view/329|v. 19 n. 1 (2002)|Artigos originais|Família, gênero e políticas: famílias brasileiras nos anos 90 e seus desafios como fator de proteção
https://rebep.org.br/revista/article/view/330|v. 19 n. 1 (2002)|Artigos originais|A contribuição dos imigrantes em áreas de desconcentração demográfica do Brasil contemporâneo
https://rebep.org.br/revista/article/view/331|v. 19 n. 1 (2002)|Artigos originais|O processo migratório na formação de Campinas: 1765-1830
https://rebep.org.br/revista/article/view/332|v. 19 n. 1 (2002)|Artigos originais|Alternativas regionais e locais à emigração para o Brasil no final do século XIX: o exemplo do Concelho de Guimarães
https://rebep.org.br/revista/article/view/333|v. 19 n. 1 (2002)|Artigos originais|Levantamentos de população publicados da Província de São Paulo no século XIX
https://rebep.org.br/revista/article/view/334|v. 19 n. 1 (2002)|Artigos originais|Fatores de risco para déficits estaturais no segundo ano de vida: Brasil, PNDS, 1996
https://rebep.org.br/revista/article/view/335|v. 19 n. 1 (2002)|Ponto de Vista|500 anos de demografia brasileira: uma resenha
https://rebep.org.br/revista/article/view/336|v. 19 n. 1 (2002)|Notas de pesquisa|As redes sociais nas migrações internacionais: migrantes brasileiros para os Estados Unidos e o Japão
https://rebep.org.br/revista/article/view/337|v. 19 n. 1 (2002)|Resenha|Demografia e meio ambiente
https://rebep.org.br/revista/article/view/338|v. 18 n. 1/2 (2001)|Editorial|Nota da Editora
https://rebep.org.br/revista/article/view/339|v. 18 n. 1/2 (2001)|Discurso|Para onde iremos: algumas tendências populacionais no século XXI
https://rebep.org.br/revista/article/view/343|v. 18 n. 1/2 (2001)|Artigos originais|Educação infantil e grupo populacional de 0 a 6 anos
https://rebep.org.br/revista/article/view/344|v. 18 n. 1/2 (2001)|Artigos originais|A transição da escolaridade no Brasil e as desigualdades regionais
https://rebep.org.br/revista/article/view/345|v. 18 n. 1/2 (2001)|Artigos originais|Diferenciais de ingresso escolar em Minas Gerais em 1991, segundo o status migratório: uma aplicação do modelo Profluxo
https://rebep.org.br/revista/article/view/346|v. 18 n. 1/2 (2001)|Artigos originais|Desigualdades acadêmicas induzidas pelo contexto escolar
https://rebep.org.br/revista/article/view/347|v. 18 n. 1/2 (2001)|Artigos originais|O SAEB – Sistema Nacional de Avaliação da Educação Básica: objetivos, características e contribuições na investigação da escola eficaz
https://rebep.org.br/revista/article/view/348|v. 18 n. 1/2 (2001)|Artigos originais|Proposta metodológica de elaboração de indicador educacional sintético para os municípios
https://rebep.org.br/revista/article/view/349|v. 18 n. 1/2 (2001)|Artigos originais|Impactos da estrutura etária em indicadores de educação no Brasil, 1991
https://rebep.org.br/revista/article/view/350|v. 18 n. 1/2 (2001)|Resenha|Atualização do debate sobre população e meio ambiente
https://rebep.org.br/revista/article/view/351|v. 18 n. 1/2 (2001)|Resenha|Os desafios propostos por uma população que envelhece
https://rebep.org.br/revista/article/view/352|v. 17 n. 1/2 (2000)|Discurso|Passado, presente e futuro da fecundidade: uma visão de idade, período e coorte
https://rebep.org.br/revista/article/view/353|v. 17 n. 1/2 (2000)|Editorial|Nota do Editor
https://rebep.org.br/revista/article/view/354|v. 17 n. 1/2 (2000)|Artigos originais|Alforrias e forros em uma freguesia mineira: São José d’El Rey em 1795
https://rebep.org.br/revista/article/view/355|v. 17 n. 1/2 (2000)|Artigos originais|As mulheres chefes de domicílios e a formação de famílias monoparentais: Brasil, século XIX
https://rebep.org.br/revista/article/view/356|v. 17 n. 1/2 (2000)|Artigos originais|Mudanças na composição dos arranjos domiciliares no Brasil – 1978 a 1998
https://rebep.org.br/revista/article/view/357|v. 17 n. 1/2 (2000)|Artigos originais|Dados de migração de última etapa e data fixa do Censo Demográfico Brasileiro de 1991: uma análise de consistência
https://rebep.org.br/revista/article/view/358|v. 17 n. 1/2 (2000)|Artigos originais|Migração e trabalho na Região Metropolitana de São Paulo nos anos 90: uma abordagem sem preconceito
https://rebep.org.br/revista/article/view/359|v. 17 n. 1/2 (2000)|Artigos originais|Estimativas de saldos e fluxos migratórios a partir do Censo Demográfico de 1991: uma aplicação para as mesorregiões de Minas Gerais
https://rebep.org.br/revista/article/view/360|v. 17 n. 1/2 (2000)|Artigos originais|Modelo alternativo para projeção de força de trabalho: dos condicionantes econômicos às taxas de atividade. Método e resultados para a Grande São Paulo em 2005
https://rebep.org.br/revista/article/view/361|v. 16 n. 1/2 (1999)|Artigos originais|Da aritmética política à demografia como ciência
https://rebep.org.br/revista/article/view/362|v. 16 n. 1/2 (1999)|Artigos originais|O recente desempenho das cidades médias no crescimento populacional urbano brasileiro
https://rebep.org.br/revista/article/view/364|v. 30 n. 2 (2013)|Editorial|Nota da Editora
https://rebep.org.br/revista/article/view/365|v. 30 n. 2 (2013)|Artigos originais|Análise da vulnerabilidade socioambiental em Cubatão-SP por meio da integração de dados sociodemográficos e ambientais em escala intraurbana
https://rebep.org.br/revista/article/view/366|v. 30 n. 2 (2013)|Artigos originais|Comunidades ribeirinhas como forma socioespacial de expressão urbana na Amazônia: uma tipologia para a região do Baixo Tapajós (Pará-Brasil)
https://rebep.org.br/revista/article/view/367|v. 30 n. 2 (2013)|Artigos originais|Estimativa da população em unidades de conservação na Amazônia Legal brasileira – uma aplicação de grades regulares a partir da Contagem 2007
https://rebep.org.br/revista/article/view/368|v. 30 n. 2 (2013)|Artigos originais|Efeitos da migração sobre o crescimento populacional de longo prazo das províncias cubanas
https://rebep.org.br/revista/article/view/369|v. 30 n. 2 (2013)|Artigos originais|Formação, sucessão e migração: trajetórias de duas gerações de agricultores do Alto Jequitinhonha, Minas Gerais
https://rebep.org.br/revista/article/view/370|v. 30 n. 2 (2013)|Artigos originais|Masculinização rural: uma abordagem a partir da regionalização por sistemas agrários no Rio Grande do Sul
https://rebep.org.br/revista/article/view/371|v. 30 n. 2 (2013)|Artigos originais|O pós-abolição e suas dinâmicas de sociabilidade: lógicas familiares e relações interpessoais no oeste paulista cafeeiro
https://rebep.org.br/revista/article/view/372|v. 30 n. 2 (2013)|Artigos originais|Fecundidade, taxa de reposição e políticas familiares na América Latina e no Caribe: o que se pode apreender da experiência europeia?
https://rebep.org.br/revista/article/view/373|v. 30 n. 2 (2013)|Artigos originais|Projeções de mão de obra qualificada no Brasil: cenários para a disponibilidade de engenheiros até 2020
https://rebep.org.br/revista/article/view/374|v. 30 n. 2 (2013)|Artigos originais|O futuro do ensino superior nos países BRIC: uma perspectiva demográfica
https://rebep.org.br/revista/article/view/375|v. 30 n. 2 (2013)|Artigos originais|Um estudo das metodologias e funcionalidades dos índices de segregação
https://rebep.org.br/revista/article/view/376|v. 30 n. 2 (2013)|Notas de pesquisa|Prevalência de parasitoses intestinais e estado nutricional, segundo sexo e idade, entre a população indígena Caxixó, Minas Gerais, Brasil
https://rebep.org.br/revista/article/view/377|v. 30 n. 2 (2013)|Ponto de Vista|Perspectivas para Cairo+20: como avançar na discussão sobre população e desenvolvimento
https://rebep.org.br/revista/article/view/378|v. 30 n. 2 (2013)|Resenha|Demografia dos povos indígenas em perspectiva internacional
https://rebep.org.br/revista/article/view/379|v. 30 n. 2 (2013)|Resenha|População, espaço e ambiente: por uma demografia da adaptação às mudanças climáticas globais
https://rebep.org.br/revista/article/view/380|v. 30 (2013)|Editorial|Nota da Editora
https://rebep.org.br/revista/article/view/381|v. 30 (2013)|Artigos originais|O impacto fiscal do envelhecimento populacional no Brasil: 2005-2050
https://rebep.org.br/revista/article/view/382|v. 30 (2013)|Artigos originais|A relação entre renda e composição domiciliar dos idosos no Brasil: um estudo sobre o impacto do recebimento do Benefício de Prestação Continuada
https://rebep.org.br/revista/article/view/383|v. 30 (2013)|Artigos originais|Envelhecimento populacional e mudanças no padrão de consumo e na estrutura produtiva brasileira
https://rebep.org.br/revista/article/view/384|v. 30 (2013)|Artigos originais|Considerações teóricas sobre as migrações de idosos
https://rebep.org.br/revista/article/view/385|v. 30 (2013)|Artigos originais|Esperança de vida e sua relação com indicadores de longevidade: um estudo demográfico para o Brasil, 1980-2050
https://rebep.org.br/revista/article/view/386|v. 30 (2013)|Artigos originais|Indicadores de gastos com serviços médicos no setor de saúde suplementar no Brasil
https://rebep.org.br/revista/article/view/387|v. 30 (2013)|Artigos originais|Diferenciais da carga de doença das condições maternas entre mulheres de 15 a 44 anos no Estado de Minas Gerais, 2004-2006
